;StationID;CutoffRigidity;sites_Precip;sites_Temperature;Bulkdensity;Altitude;beta;beta_sd;beta_mae;beta_rmse;beta_oulu;beta_apty;beta_lmks;beta_mxco;beta_athens;omega;omega_sd;omega_oulu;omega_apty;omega_mxco;omega_athens;omega_lmks;omega_mae;omega_rmse;psi;psi_sd;psi_oulu;psi_apty;psi_athens;psi_mxco;psi_lmks;psi_mae;psi_rmse;BetaDesilets;mean_N;mean_P;number_of_days_for_regression;Desilets_beta_eff;Desilets_beta
23;GSC001;1.59;1109;7.0;0.356;399;-0.00738468552131877;8.491269376589662e-05;-0.007405153527988102;-0.00738468552131877;-0.007409988793750354;-0.007400206217077259;-0.007400309924054265;-0.007399734792793632;-0.0074067857716388795;-0.007951319920120633;0.0002871890818453732;-0.008024446767715087;-0.007921021851241624;-0.0079545400232889;-0.007916007288266568;-0.007802989156330706;-0.007798136718205868;-0.007951319920120633;0.39945707719075085;0.2268672907862854;0.9590705484871989;0.778562343377249;1.008878755028831;1.2339747330383386;0.45272497070641304;0.3659417012890234;0.39945707719075085;;1833.7360667077166;963.9309590305356;2514.0;-0.007316185425620368;-0.007366495325794381
24;HAC001;1.87;1050;8.2;0.873;66;-0.006942957978450514;0.00014949441273027548;-0.007048938403009852;-0.006942957978450514;-0.006888279149242383;-0.006859121307801339;-0.006867522449893992;-0.0068881183821072785;-0.006910390710659662;-0.004547814196615069;0.0014376094771551833;-0.004313315324899397;-0.0043819331374383135;-0.004375980580242192;-0.00401962463526732;-0.004286345462426015;-0.00483947515557152;-0.004547814196615069;0.37892522626306296;0.3501989188945038;0.9877731896824664;0.7623909936276076;1.057108209458739;1.2785548369214714;0.5259471187701381;0.4192326162486276;0.37892522626306296;;791.724653851364;1006.9320072148661;2462.0;-0.007278332608872396;-0.0072857480626554
25;HDC001;2.87;818;10.0;1.278;82;-0.007513151328907491;0.0002524061119029027;-0.007535919471255309;-0.007513151328907491;-0.00749898850210192;-0.007497200490353548;-0.00749151684913065;-0.007536124164361702;-0.007575342793934595;-0.006984810580168688;0.0009236940197655246;-0.007041069435887818;-0.007055912282852299;-0.00710000148117525;-0.007280871233365202;-0.00697550082400864;-0.0067401231447084264;-0.006984810580168688;0.5235181821950514;0.3314796189997498;0.5976121277476355;0.4610213321221741;0.7222392716735659;1.0666865555681928;0.23854680315723903;0.5001562434067961;0.5235181821950514;;699.2265016778822;1006.9515539241333;1733.0;-0.0072870336553868915;-0.007293376482020665
26;HGC001;2.97;582;7.6;1.282;405;-0.00744888147268317;0.00043224217903684904;-0.007600898905940527;-0.00744888147268317;-0.007462846108350668;-0.007454823082868444;-0.0074852944737477944;-0.007477948675673813;-0.007451596824928764;-0.006913070084881818;0.0024970399260531555;-0.006591579928590594;-0.006621083571621311;-0.00656694559539593;-0.0059378841939827145;-0.006731651326465573;-0.006770894632932692;-0.006913070084881818;1.0017107455722858;0.41825851792623153;0.9394074218942573;0.4115598725557424;0.7712799002967394;0.8813030744879553;-0.14959021446003257;0.7592748048453817;1.0017107455722858;;1819.2653074052805;968.8774757877278;342.0;-0.007320171290004525;-0.007357452271441821
27;HHC001;2.5;580;9.7;1.014;96;-0.007419918446226673;0.000319080451021491;-0.007403712228108368;-0.007419918446226673;-0.007322457406709262;-0.0073111117306840275;-0.007311021612873472;-0.007375780823398674;-0.007353321563637854;-0.005030829843313063;0.00107100502246065;-0.004820599900191558;-0.004885574256836631;-0.004857451839067945;-0.0048350655991281225;-0.004608382358711866;-0.004480860758817855;-0.005030829843313063;0.6422107370253004;0.2584729256137662;0.9383773610163911;0.7317633711338197;0.7159603969804266;1.381396409949119;0.39604693121398316;0.49995297086151974;0.6422107370253004;;555.6356611825285;1007.2274904264145;1423.0;-0.007286639221791286;-0.0072930332171012085
28;HOC001;2.81;820;10.0;1.136;217;-0.007383539321883713;0.00017466582626357648;-0.0074240213110573555;-0.007383539321883713;-0.00736614024732301;-0.007352483970088632;-0.007315107971277569;-0.0074018177109808105;-0.007397086029758176;-0.004947732790962688;0.0007465457261383211;-0.0047661348009333466;-0.004834253083030237;-0.004893818586847917;-0.004811909264074029;-0.00463160727296183;-0.0050481042749787545;-0.004947732790962688;0.5899903804774819;0.2808245408100174;0.8192013333039049;0.6853629744015546;0.8755502388042677;1.1051906891978722;0.4382440409587848;0.5004161734681455;0.5899903804774819;;559.8353995876864;993.0952956329298;2409.0;-0.007300154934315548;-0.007318942583138316
29;JEC001;3.09;612;9.9;1.34;140;-0.007331076581487138;0.00013629460905258386;-0.007233484014925973;-0.007331076581487138;-0.007276437982708383;-0.007261700705389795;-0.007172925608375694;-0.007338284191515704;-0.007311351784849012;-0.0076902777967254666;0.0010371440950209922;-0.007307091328365923;-0.007340218638508246;-0.0074894385689008676;-0.007292609821242206;-0.007208839295472727;-0.007655400556257336;-0.0076902777967254666;0.8598607482079789;0.19654926511275173;0.802887817539661;0.8034114112686659;1.0627433848002745;1.2353124114179637;0.6662074465506447;0.8813925140948403;0.8598607482079789;;1619.6517514331738;1001.0462392064636;977.0;-0.007290933769025918;-0.007302365234524626
30;LBC001;2.8;576;9.2;1.454;72;-0.00782347412503931;0.0010042497745391863;-0.0077370058938823864;-0.00782347412503931;-0.00782111762161431;-0.007854725159058034;-0.007837336711764667;-0.007814818692009175;-0.008014517348226197;-0.009547195889556681;0.0032404707760386965;-0.009157048342316605;-0.009099204980400436;-0.009227766317823351;-0.010379170242066771;-0.009345840838829838;-0.008640947852479926;-0.009547195889556681;1.108523792399272;0.6243172251461049;1.3112765265130748;1.3122619577971508;0.351092716189021;0.757235111920397;-0.013623233370560919;0.5083656427979089;1.108523792399272;;1639.571364968103;1006.608340263744;384.0;-0.0072875898521347045;-0.007294300788171943
31;LEC001;4.28;2155;4.0;1.12;1111;-0.01115705745540491;0.000455615606198626;-0.011271451001007132;-0.01115705745540491;-0.011286052564619748;-0.011327432634352215;-0.011279220086034174;-0.011296114914173292;-0.011324261963710065;-0.005679984681015887;0.0017480368160440578;-0.005824165395104871;-0.005801649055209376;-0.005676924970247477;-0.005740209637694008;-0.0057832701363772845;-0.006381253516421054;-0.005679984681015887;0.8600730085391863;0.38874496519735546;0.5847744708914518;0.3370030680470048;0.6838062871670649;0.7591448604842981;0.10506015534888612;0.6451823678103465;0.8600730085391863;;750.0702153001565;689.657638270011;925.0;-0.007393179482244612;-0.007403052136002924
32;LUC001;3.03;825;10.0;0.821;199;-0.006970800435155413;0.00015095492604656673;-0.007006332199995108;-0.006970800435155413;-0.0070324043945557265;-0.007037410420705339;-0.007023292580487723;-0.007032927303158362;-0.00703786578336351;-0.00745049023851583;0.0009255729481641681;-0.007475671621753428;-0.007499125220052282;-0.007441863157833078;-0.0073846482795806205;-0.0074356647310280695;-0.00731967285918947;-0.00745049023851583;0.4108012206558611;0.26519503037054276;0.6018955088426498;0.4486414000418244;1.123917716153548;1.0744683859806115;0.29973986410301806;0.49489719048835784;0.4108012206558611;;1514.1420580247682;1002.1753528143531;2317.0;-0.00729041903601036;-0.0073008928302580696
33;MEBCK001;3.09;718;10.3;1.31;91;-0.0073720028129551805;0.00019778886034805559;-0.007338869582282975;-0.0073720028129551805;-0.007470226500454524;-0.007465555412682253;-0.007435164330082403;-0.007490546937242035;-0.0074813864990493995;-0.00793934653094372;0.0006241856205968956;-0.007838845187182869;-0.007866069371913571;-0.007821424139844772;-0.007638206943770599;-0.007728824799838085;-0.007706574966495255;-0.00793934653094372;0.9078532418593828;0.23196093466636664;0.9433059074354763;0.8289004647290199;1.1148893488763296;1.2325801335968942;0.45060322487667853;0.8630036353688314;0.9078532418593828;;766.9089326612226;1011.6051047650735;3199.0;-0.007281161343304405;-0.007283035354490674
34;NOC001;3.15;1030;10.5;1.25;140;-0.007111001505347269;0.0005916134881382083;-0.007408281621146554;-0.007111001505347269;-0.0071907577620637046;-0.007167117427609728;-0.007186483979043019;-0.007194708769379786;-0.007186953889210192;-0.008087036500279206;0.0026565888750627754;-0.00821183578048776;-0.0081105173699633;-0.008119058161957408;-0.008303348462801494;-0.007998724712610854;-0.008546059445682666;-0.008087036500279206;0.5985071572814565;0.5893615249516433;0.30497804027883296;0.10617093919576981;0.4846029082040081;0.1945222153098488;-0.010381526747035217;0.5035126067935518;0.5985071572814565;;1673.15194072775;997.9084978455942;220.0;-0.007293132225187262;-0.007307204318388823
35;OLC001;7.36;544;16.2;1.426;415;-0.006979457624345639;0.0004507244576224054;-0.006932414490028827;-0.006979457624345639;-0.0069795569758693485;-0.0069855770570376625;-0.006976878176258878;-0.007018870230660431;-0.006948732535223471;-0.006149176610484066;0.0009418799130640873;-0.006177478735162949;-0.006198666860425517;-0.006197321322400174;-0.006220573772245421;-0.006154473830545417;-0.00603530493637648;-0.006149176610484066;0.13967358590932272;0.19578116242229224;0.20408399219245527;0.02512910852619644;0.5396657612372574;0.6528306358925555;0.14112712429017665;0.11396163972606034;0.13967358590932272;;756.2217000519225;971.6874173271468;1745.0;-0.007099703096624214;-0.007140389363874668
36;PEC001;4.06;1065;10.0;1.317;278;-0.007517884015156461;0.000450977780096674;-0.007480239617341346;-0.007517884015156461;-0.007547500201268306;-0.007554821213505921;-0.007518654381370903;-0.007565866892710445;-0.00751495675658516;-0.00653596741598014;0.0008828012766418453;-0.006603019947476776;-0.00656188759828473;-0.006663996685976332;-0.006315570172966741;-0.006451753297663268;-0.00630007383559704;-0.00653596741598014;0.6560748005857621;0.2470941925584548;0.30984914112022305;0.23768342113906757;0.7064467817634553;0.8161928015852787;0.16944096924985186;0.5604384405919332;0.6560748005857621;;1015.5566926707878;982.1493892328051;1463.0;-0.007286896721075376;-0.007312097502829991
37;RIC001;4.22;1460;7.1;0.964;755;-0.007347374541292532;0.00021437518252046615;-0.007366726971424564;-0.007347374541292532;-0.007551340309899375;-0.007566936125546785;-0.007526570648455279;-0.007569285573417082;-0.00756511391076697;-0.006143898682383673;0.000859342209090974;-0.006017758073791479;-0.0059885330667657985;-0.005913458910579469;-0.005851171117469138;-0.005888506901189005;-0.006256823010087038;-0.006143898682383673;0.9832354784754934;0.11531305645484011;0.7063550001947743;0.6647600003257945;0.9359026004204828;1.0843922522696694;0.265012690595125;0.9652743770286044;0.9832354784754934;;1106.6365110132435;929.4293380488001;3158.0;-0.007319551581057499;-0.007373295946571246
38;ROC001;3.1;1018;7.0;1.032;515;-0.0069648612766226685;0.0001724604678380731;-0.007010285966611892;-0.0069648612766226685;-0.007076406358933168;-0.007060636416437623;-0.007013772675332972;-0.007086715405887442;-0.007085867341802542;-0.01638991290311399;0.0038280082811168754;-0.014968151062211336;-0.01501375732293683;-0.01504825185594445;-0.01367140372120438;-0.014272291246604762;-0.0198121574387032;-0.01638991290311399;0.8374329048478354;0.1860125330243325;0.8769254839776872;0.7963318574245161;1.0659700624800121;1.2698304097957807;0.4879790484872578;0.8352350148912824;0.8374329048478354;;935.7689185452762;962.3289597875465;3303.0;-0.007323961636052176;-0.007365123992655549
