Year	Month	Day	Hour	SWC_5cm
2020	8	8	15	0.01
2020	8	8	16	0.01
2020	8	8	17	0.01
2020	8	8	18	0.01
2020	8	8	19	0.01
2020	8	8	20	0.01
2020	8	8	21	0.01
2020	8	8	22	0.01
2020	8	8	23	0.01
2020	8	9	0	0.01
2020	8	9	1	0.01
2020	8	9	2	0.01
2020	8	9	3	0.01
2020	8	9	4	1.00E-02
2020	8	9	5	0.000132069
2020	8	9	6	0.000480713
2020	8	9	7	0.01
2020	8	9	8	1.00E-02
2020	8	9	9	0.01
2020	8	9	10	0.01
2020	8	9	11	0.01
2020	8	9	12	0.01
2020	8	9	13	0.01
2020	8	9	14	0.01
2020	8	9	15	0.01
2020	8	9	16	0.01
2020	8	9	17	0.01
2020	8	9	18	0.01
2020	8	9	19	0.01
2020	8	9	20	0.01
2020	8	9	21	0.01
2020	8	9	22	0.01
2020	8	9	23	0.01
2020	8	10	0	0.01
2020	8	10	1	0.01
2020	8	10	2	0.01
2020	8	10	3	0.01
2020	8	10	4	0.01
2020	8	10	5	0.01
2020	8	10	6	0.01
2020	8	10	7	0.01
2020	8	10	8	0.01
2020	8	10	9	0.01
2020	8	10	10	0.01
2020	8	10	11	0.01
2020	8	10	12	0.01
2020	8	10	13	0.01
2020	8	10	14	0.01
2020	8	10	15	0.01
2020	8	10	16	0.01
2020	8	10	17	0.01
2020	8	10	18	0.01
2020	8	10	19	0.01
2020	8	10	20	0.01
2020	8	10	21	0.01
2020	8	10	22	0.01
2020	8	10	23	0.01
2020	8	11	0	0.01
2020	8	11	1	0.01
2020	8	11	2	0.01
2020	8	11	3	0.01
2020	8	11	4	0.01
2020	8	11	5	0.01
2020	8	11	6	0.01
2020	8	11	7	0.01
2020	8	11	8	0.01
2020	8	11	9	0.01
2020	8	11	10	0.01
2020	8	11	11	0.01
2020	8	11	12	0.01
2020	8	11	13	0.01
2020	8	11	14	0.01
2020	8	11	15	0.01
2020	8	11	16	0.01
2020	8	11	17	0.01
2020	8	11	18	0.01
2020	8	11	19	0.01
2020	8	11	20	0.01
2020	8	11	21	0.01
2020	8	11	22	0.01
2020	8	11	23	0.01
2020	8	12	0	0.01
2020	8	12	1	0.01
2020	8	12	2	0.01
2020	8	12	3	0.01
2020	8	12	4	0.01
2020	8	12	5	0.01
2020	8	12	6	0.01
2020	8	12	7	0.01
2020	8	12	8	0.01
2020	8	12	9	0.01
2020	8	12	10	0.01
2020	8	12	11	0.01
2020	8	12	12	0.01
2020	8	12	13	0.01
2020	8	12	14	0.01
2020	8	12	15	0.01
2020	8	12	16	0.01
2020	8	12	17	0.01
2020	8	12	18	0.01
2020	8	12	19	0.01
2020	8	12	20	0.01
2020	8	12	21	0.01
2020	8	12	22	0.01
2020	8	12	23	0.01
2020	8	13	0	0.01
2020	8	13	1	0.01
2020	8	13	2	0.01
2020	8	13	3	0.01
2020	8	13	4	0.01
2020	8	13	5	0.01
2020	8	13	6	0.01
2020	8	13	7	0.01
2020	8	13	8	0.01
2020	8	13	9	0.01
2020	8	13	10	0.01
2020	8	13	11	0.01
2020	8	13	12	0.01
2020	8	13	13	0.01
2020	8	13	14	0.01
2020	8	13	15	0.01
2020	8	13	16	0.01
2020	8	13	17	0.01
2020	8	13	18	0.01
2020	8	13	19	0.01
2020	8	13	20	0.01
2020	8	13	21	0.01
2020	8	13	22	0.01
2020	8	13	23	0.01
2020	8	14	0	0.01
2020	8	14	1	0.01
2020	8	14	2	0.01
2020	8	14	3	0.01
2020	8	14	4	0.01
2020	8	14	5	0.01
2020	8	14	6	0.01
2020	8	14	7	0.01
2020	8	14	8	0.01
2020	8	14	9	0.01
2020	8	14	10	0.01
2020	8	14	11	0.01
2020	8	14	12	0.01
2020	8	14	13	0.01
2020	8	14	14	0.01
2020	8	14	15	0.01
2020	8	14	16	0.01
2020	8	14	17	0.01
2020	8	14	18	0.01
2020	8	14	19	0.01
2020	8	14	20	0.01
2020	8	14	21	0.01
2020	8	14	22	0.01
2020	8	14	23	0.01
2020	8	15	0	0.01
2020	8	15	1	0.01
2020	8	15	2	0.01
2020	8	15	3	0.01
2020	8	15	4	0.01
2020	8	15	5	0.01
2020	8	15	6	0.01
2020	8	15	7	0.01
2020	8	15	8	0.01
2020	8	15	9	0.01
2020	8	15	10	0.01
2020	8	15	11	0.01
2020	8	15	12	0.01
2020	8	15	13	0.01
2020	8	15	14	0.01
2020	8	15	15	0.01
2020	8	15	16	0.01
2020	8	15	17	0.01
2020	8	15	19	0.01
2020	8	15	20	0.01
2020	8	15	21	0.01
2020	8	15	22	0.01
2020	8	15	23	0.01
2020	8	16	0	0.01
2020	8	16	1	0.01
2020	8	16	2	0.01
2020	8	16	3	0.01
2020	8	16	4	0.01
2020	8	16	5	0.01
2020	8	16	6	0.01
2020	8	16	7	0.01
2020	8	16	8	0.01
2020	8	16	9	0.01
2020	8	16	10	0.01
2020	8	16	11	0.01
2020	8	16	12	0.01
2020	8	16	13	0.01
2020	8	16	14	0.01
2020	8	16	15	0.01
2020	8	16	16	0.01
2020	8	16	17	0.01
2020	8	16	18	0.01
2020	8	16	19	0.01
2020	8	16	20	0.01
2020	8	16	21	0.01
2020	8	16	22	0.01
2020	8	16	23	0.01
2020	8	17	0	0.01
2020	8	17	1	0.01
2020	8	17	2	0.01
2020	8	17	3	0.01
2020	8	17	4	0.01
2020	8	17	5	0.01
2020	8	17	6	0.01
2020	8	17	7	0.01
2020	8	17	8	0.01
2020	8	17	9	0.01
2020	8	17	10	0.01
2020	8	17	11	0.01
2020	8	17	12	0.01
2020	8	17	13	0.01
2020	8	17	14	0.01
2020	8	17	15	0.01
2020	8	17	16	0.01
2020	8	17	17	0.01
2020	8	17	18	0.01
2020	8	17	19	0.01
2020	8	17	20	0.01
2020	8	17	21	0.01
2020	8	17	22	0.01
2020	8	17	23	0.01
2020	8	18	0	0.01
2020	8	18	1	0.01
2020	8	18	2	0.01
2020	8	18	3	0.01
2020	8	18	4	0.01
2020	8	18	5	0.01
2020	8	18	6	0.01
2020	8	18	7	0.01
2020	8	18	8	0.01
2020	8	18	9	0.01
2020	8	18	10	0.01
2020	8	18	11	0.01
2020	8	18	12	0.01
2020	8	18	13	0.01
2020	8	18	14	0.01
2020	8	18	15	0.01
2020	8	18	16	0.01
2020	8	18	17	0.01
2020	8	18	18	0.01
2020	8	18	19	0.01
2020	8	18	20	0.01
2020	8	18	21	0.01
2020	8	18	22	0.01
2020	8	18	23	0.01
2020	8	19	0	0.01
2020	8	19	1	0.01
2020	8	19	2	0.01
2020	8	19	3	0.01
2020	8	19	4	0.01
2020	8	19	5	0.01
2020	8	19	6	0.01
2020	8	19	7	0.01
2020	8	19	8	0.01
2020	8	19	9	0.01
2020	8	19	10	0.01
2020	8	19	11	0.01
2020	8	19	12	0.01
2020	8	19	13	0.01
2020	8	19	14	0.01
2020	8	19	15	0.01
2020	8	19	16	0.01
2020	8	19	17	0.01
2020	8	19	18	0.01
2020	8	19	19	0.01
2020	8	19	20	0.01
2020	8	19	21	0.01
2020	8	19	22	0.01
2020	8	19	23	0.01
2020	8	20	0	0.01
2020	8	20	1	0.01
2020	8	20	2	0.01
2020	8	20	3	0.01
2020	8	20	4	0.01
2020	8	20	5	0.01
2020	8	20	6	0.01
2020	8	20	7	0.01
2020	8	20	8	0.01
2020	8	20	9	0.01
2020	8	20	10	0.01
2020	8	20	11	0.01
2020	8	20	12	0.01
2020	8	20	13	0.01
2020	8	20	14	0.01
2020	8	20	15	0.01
2020	8	20	16	0.01
2020	8	20	17	0.01
2020	8	20	18	0.01
2020	8	20	19	0.01
2020	8	20	20	0.01
2020	8	20	21	0.01
2020	8	20	22	0.01
2020	8	20	23	0.01
2020	8	21	0	0.01
2020	8	21	1	0.01
2020	8	21	2	0.01
2020	8	21	3	0.01
2020	8	21	4	0.01
2020	8	21	5	0.01
2020	8	21	6	0.01
2020	8	21	7	0.01
2020	8	21	8	0.01
2020	8	21	9	0.01
2020	8	21	10	0.01
2020	8	21	11	0.01
2020	8	21	12	0.01
2020	8	21	13	0.01
2020	8	21	14	0.01
2020	8	21	15	0.01
2020	8	21	16	0.01
2020	8	21	17	0.01
2020	8	21	18	0.01
2020	8	21	19	0.01
2020	8	21	20	0.01
2020	8	21	21	0.01
2020	8	21	22	0.01
2020	8	21	23	0.01
2020	8	22	0	0.01
2020	8	22	1	0.01
2020	8	22	2	0.01
2020	8	22	3	0.01
2020	8	22	4	0.01
2020	8	22	5	0.01
2020	8	22	6	0.01
2020	8	22	7	0.01
2020	8	22	8	0.01
2020	8	22	9	0.01
2020	8	22	10	0.01
2020	8	22	11	0.01
2020	8	22	12	0.01
2020	8	22	13	0.01
2020	8	22	14	0.01
2020	8	22	15	0.01
2020	8	22	16	0.01
2020	8	22	17	0.01
2020	8	22	18	0.01
2020	8	22	19	0.01
2020	8	22	20	0.01
2020	8	22	21	0.01
2020	8	22	22	0.01
2020	8	22	23	0.01
2020	8	23	0	0.01
2020	8	23	1	0.01
2020	8	23	2	0.01
2020	8	23	3	0.01
2020	8	23	4	0.01
2020	8	23	5	0.01
2020	8	23	6	0.01
2020	8	23	7	0.01
2020	8	23	8	0.01
2020	8	23	9	0.01
2020	8	23	10	0.01
2020	8	23	11	0.01
2020	8	23	12	0.01
2020	8	23	13	0.01
2020	8	23	14	0.01
2020	8	23	15	0.01
2020	8	23	16	0.01
2020	8	23	17	0.01
2020	8	23	18	0.01
2020	8	23	19	0.01
2020	8	23	20	0.01
2020	8	23	21	0.01
2020	8	23	22	0.01
2020	8	23	23	0.01
2020	8	24	0	0.01
2020	8	24	1	0.01
2020	8	24	2	0.01
2020	8	24	3	0.01
2020	8	24	4	0.01
2020	8	24	5	0.01
2020	8	24	6	0.01
2020	8	24	7	0.01
2020	8	24	8	0.01
2020	8	24	9	0.01
2020	8	24	10	0.01
2020	8	24	11	0.01
2020	8	24	12	0.01
2020	8	24	13	0.01
2020	8	24	14	0.01
2020	8	24	15	0.01
2020	8	24	16	0.01
2020	8	24	17	0.01
2020	8	24	18	0.01
2020	8	24	19	0.01
2020	8	24	20	0.01
2020	8	24	21	0.01
2020	8	24	22	0.01
2020	8	24	23	0.01
2020	8	25	0	0.01
2020	8	25	1	0.01
2020	8	25	2	0.01
2020	8	25	3	0.01
2020	8	25	4	0.01
2020	8	25	5	0.01
2020	8	25	6	0.01
2020	8	25	7	0.01
2020	8	25	8	0.01
2020	8	25	9	0.01
2020	8	25	10	0.01
2020	8	25	11	0.01
2020	8	25	12	0.01
2020	8	25	13	0.01
2020	8	25	14	0.01
2020	8	25	15	0.01
2020	8	25	16	0.01
2020	8	25	17	0.01
2020	8	25	18	0.01
2020	8	25	19	0.01
2020	8	25	20	0.01
2020	8	25	21	0.01
2020	8	25	22	0.01
2020	8	25	23	0.01
2020	8	26	0	0.01
2020	8	26	1	0.01
2020	8	26	2	0.01
2020	8	26	3	0.01
2020	8	26	4	0.01
2020	8	26	5	0.01
2020	8	26	6	0.01
2020	8	26	7	0.01
2020	8	26	8	0.01
2020	8	26	9	0.01
2020	8	26	10	0.01
2020	8	26	11	0.01
2020	8	26	12	0.01
2020	8	26	13	0.01
2020	8	26	14	0.01
2020	8	26	15	0.01
2020	8	26	16	0.01
2020	8	26	17	0.01
2020	8	26	18	0.01
2020	8	26	19	0.01
2020	8	26	20	0.01
2020	8	26	21	0.01
2020	8	26	22	0.01
2020	8	26	23	0.01
2020	8	27	0	0.01
2020	8	27	1	0.01
2020	8	27	2	0.01
2020	8	27	3	0.01
2020	8	27	4	0.01
2020	8	27	5	0.01
2020	8	27	6	0.01
2020	8	27	7	0.01
2020	8	27	8	0.01
2020	8	27	9	0.01
2020	8	27	10	0.01
2020	8	27	11	0.01
2020	8	27	12	0.01
2020	8	27	13	0.01
2020	8	27	14	0.01
2020	8	27	15	0.01
2020	8	27	16	0.01
2020	8	27	17	0.01
2020	8	27	18	0.01
2020	8	27	19	0.01
2020	8	27	20	0.01
2020	8	27	21	0.01
2020	8	27	22	0.01
2020	8	27	23	0.01
2020	8	28	0	0.01
2020	8	28	1	0.01
2020	8	28	2	0.01
2020	8	28	3	0.01
2020	8	28	4	0.01
2020	8	28	5	0.01
2020	8	28	6	0.01
2020	8	28	7	0.01
2020	8	28	8	0.01
2020	8	28	9	0.01
2020	8	28	10	0.01
2020	8	28	11	0.01
2020	8	28	12	0.01
2020	8	28	13	0.01
2020	8	28	14	0.01
2020	8	28	15	0.01
2020	8	28	16	0.01
2020	8	28	17	0.01
2020	8	28	18	0.01
2020	8	28	19	0.01
2020	8	28	20	0.01
2020	8	28	21	0.01
2020	8	28	22	0.01
2020	8	28	23	0.01
2020	8	29	0	0.01
2020	8	29	1	0.01
2020	8	29	2	0.01
2020	8	29	3	0.01
2020	8	29	4	0.01
2020	8	29	5	0.01
2020	8	29	6	0.01
2020	8	29	7	0.01
2020	8	29	8	0.01
2020	8	29	9	0.01
2020	8	29	10	0.01
2020	8	29	11	0.01
2020	8	29	12	0.01
2020	8	29	13	0.01
2020	8	29	14	0.01
2020	8	29	15	0.01
2020	8	29	16	0.01
2020	8	29	17	0.01
2020	8	29	18	0.01
2020	8	29	19	0.01
2020	8	29	20	0.01
2020	8	29	21	0.01
2020	8	29	22	0.01
2020	8	29	23	0.01
2020	8	30	0	0.01
2020	8	30	1	0.01
2020	8	30	2	0.01
2020	8	30	3	0.01
2020	8	30	4	0.01
2020	8	30	5	0.01
2020	8	30	6	0.01
2020	8	30	7	0.01
2020	8	30	8	0.01
2020	8	30	9	0.01
2020	8	30	10	0.01
2020	8	30	11	0.01
2020	8	30	12	0.01
2020	8	30	13	0.01
2020	8	30	14	0.01
2020	8	30	15	0.01
2020	8	30	16	0.01
2020	8	30	17	0.01
2020	8	30	18	0.01
2020	8	30	19	0.01
2020	8	30	20	0.01
2020	8	30	21	0.01
2020	8	30	22	0.01
2020	8	30	23	0.01
2020	8	31	0	0.01
2020	8	31	1	0.01
2020	8	31	2	0.01
2020	8	31	3	0.01
2020	8	31	4	0.01
2020	8	31	5	0.01
2020	8	31	6	0.01
2020	8	31	7	0.01
2020	8	31	8	0.01
2020	8	31	9	0.01
2020	8	31	10	0.01
2020	8	31	11	0.01
2020	8	31	12	0.01
2020	8	31	13	0.01
2020	8	31	14	0.01
2020	8	31	15	0.01
2020	8	31	16	0.01
2020	8	31	17	0.01
2020	8	31	18	0.01
2020	8	31	19	0.01
2020	8	31	20	0.01
2020	8	31	21	0.01
2020	8	31	22	0.01
2020	8	31	23	0.01
2020	9	1	0	0.01
2020	9	1	1	0.01
2020	9	1	2	0.01
2020	9	1	3	0.01
2020	9	1	4	0.01
2020	9	1	5	0.01
2020	9	1	6	0.01
2020	9	1	7	0.01
2020	9	1	8	0.01
2020	9	1	9	0.01
2020	9	1	10	0.01
2020	9	1	11	0.01
2020	9	1	12	0.01
2020	9	1	13	0.01
2020	9	1	14	0.01
2020	9	1	15	0.01
2020	9	1	16	0.01
2020	9	1	17	0.01
2020	9	1	18	0.01
2020	9	1	19	0.01
2020	9	1	20	0.01
2020	9	1	21	0.01
2020	9	1	22	0.01
2020	9	1	23	0.01
2020	9	2	0	0.01
2020	9	2	1	0.01
2020	9	2	2	0.01
2020	9	2	3	0.01
2020	9	2	4	0.01
2020	9	2	5	0.01
2020	9	2	6	0.01
2020	9	2	7	0.01
2020	9	2	8	0.01
2020	9	2	9	0.01
2020	9	2	10	0.01
2020	9	2	11	0.01
2020	9	2	12	0.01
2020	9	2	13	0.01
2020	9	2	14	0.01
2020	9	2	15	0.01
2020	9	2	16	0.01
2020	9	2	17	0.01
2020	9	2	18	0.01
2020	9	2	19	0.01
2020	9	2	20	0.01
2020	9	2	21	0.01
2020	9	2	22	0.01
2020	9	2	23	0.01
2020	9	3	0	0.01
2020	9	3	1	0.01
2020	9	3	2	0.01
2020	9	3	3	0.01
2020	9	3	4	0.01
2020	9	3	5	0.01
2020	9	3	6	0.01
2020	9	3	7	0.01
2020	9	3	8	0.01
2020	9	3	9	0.01
2020	9	3	10	0.01
2020	9	3	11	0.01
2020	9	3	12	0.01
2020	9	3	13	0.01
2020	9	3	14	0.01
2020	9	3	15	0.01
2020	9	3	16	0.01
2020	9	3	17	0.01
2020	9	3	18	0.01
2020	9	3	19	0.01
2020	9	3	20	0.01
2020	9	3	21	0.01
2020	9	3	22	0.01
2020	9	3	23	0.01
2020	9	4	0	0.01
2020	9	4	1	0.01
2020	9	4	2	0.01
2020	9	4	3	0.01
2020	9	4	4	0.01
2020	9	4	5	0.01
2020	9	4	6	0.01
2020	9	4	7	0.01
2020	9	4	8	0.01
2020	9	4	9	0.01
2020	9	4	10	0.01
2020	9	4	11	0.01
2020	9	4	12	0.01
2020	9	4	13	0.01
2020	9	4	14	0.01
2020	9	4	15	0.01
2020	9	4	16	0.01
2020	9	4	17	0.01
2020	9	4	18	0.01
2020	9	4	19	0.01
2020	9	4	20	0.01
2020	9	4	21	0.01
2020	9	4	22	0.01
2020	9	4	23	0.01
2020	9	5	0	0.01
2020	9	5	1	0.01
2020	9	5	2	0.01
2020	9	5	3	0.01
2020	9	5	4	0.01
2020	9	5	5	0.01
2020	9	5	6	0.01
2020	9	5	7	0.01
2020	9	5	8	0.01
2020	9	5	9	0.01
2020	9	5	10	0.01
2020	9	5	11	0.01
2020	9	5	12	0.01
2020	9	5	13	0.01
2020	9	5	14	0.01
2020	9	5	15	0.01
2020	9	5	16	0.01
2020	9	5	17	0.01
2020	9	5	18	0.01
2020	9	5	19	0.01
2020	9	5	20	0.01
2020	9	5	21	0.01
2020	9	5	22	0.01
2020	9	5	23	0.01
2020	9	6	0	0.01
2020	9	6	1	0.01
2020	9	6	2	0.01
2020	9	6	3	0.01
2020	9	6	4	0.01
2020	9	6	5	0.01
2020	9	6	6	0.01
2020	9	6	7	0.01
2020	9	6	8	0.01
2020	9	6	9	0.01
2020	9	6	10	0.01
2020	9	6	11	0.01
2020	9	6	12	0.01
2020	9	6	13	0.01
2020	9	6	14	0.01
2020	9	6	15	0.01
2020	9	6	16	0.01
2020	9	6	17	0.01
2020	9	6	18	0.01
2020	9	6	19	0.01
2020	9	6	20	0.01
2020	9	6	21	0.01
2020	9	6	22	0.01
2020	9	6	23	0.01
2020	9	7	0	0.01
2020	9	7	1	0.01
2020	9	7	2	0.01
2020	9	7	3	0.01
2020	9	7	4	0.01
2020	9	7	5	0.01
2020	9	7	6	0.01
2020	9	7	7	0.01
2020	9	7	8	0.01
2020	9	7	9	0.01
2020	9	7	10	0.01
2020	9	7	11	0.01
2020	9	7	12	0.01
2020	9	7	13	0.01
2020	9	7	14	0.01
2020	9	7	15	0.01
2020	9	7	16	0.01
2020	9	7	17	0.01
2020	9	7	18	0.01
2020	9	7	19	0.01
2020	9	7	20	0.01
2020	9	7	21	0.01
2020	9	7	22	0.01
2020	9	7	23	0.01
2020	9	8	0	0.01
2020	9	8	1	0.01
2020	9	8	2	0.01
2020	9	8	3	0.01
2020	9	8	4	0.01
2020	9	8	5	0.01
2020	9	8	6	0.01
2020	9	8	7	0.01
2020	9	8	8	0.01
2020	9	8	9	0.01
2020	9	8	10	0.01
2020	9	8	11	0.01
2020	9	8	12	0.01
2020	9	8	13	0.01
2020	9	8	14	0.01
2020	9	8	15	0.01
2020	9	8	16	0.01
2020	9	8	17	0.01
2020	9	8	18	0.01
2020	9	8	19	0.01
2020	9	8	20	0.01
2020	9	8	21	0.01
2020	9	8	22	0.01
2020	9	8	23	0.01
2020	9	9	0	0.01
2020	9	9	1	0.01
2020	9	9	2	0.01
2020	9	9	3	0.01
2020	9	9	4	0.01
2020	9	9	5	0.01
2020	9	9	6	0.01
2020	9	9	7	0.01
2020	9	9	8	0.01
2020	9	9	9	0.01
2020	9	9	10	0.01
2020	9	9	11	0.01
2020	9	9	12	0.01
2020	9	9	13	0.01
2020	9	9	14	0.01
2020	9	9	15	0.01
2020	9	9	16	0.01
2020	9	9	17	0.01
2020	9	9	18	0.01
2020	9	9	19	0.01
2020	9	9	20	0.01
2020	9	9	21	0.01
2020	9	9	22	0.01
2020	9	9	23	0.01
2020	9	10	0	0.01
2020	9	10	1	0.01
2020	9	10	2	0.01
2020	9	10	3	0.01
2020	9	10	4	0.01
2020	9	10	5	0.01
2020	9	10	6	0.01
2020	9	10	7	0.01
2020	9	10	8	0.01
2020	9	10	9	0.01
2020	9	10	10	0.01
2020	9	10	11	0.01
2020	9	10	12	0.01
2020	9	10	13	0.01
2020	9	10	14	0.01
2020	9	10	15	0.01
2020	9	10	16	0.01
2020	9	10	17	0.01
2020	9	10	18	0.01
2020	9	10	19	0.01
2020	9	10	20	0.01
2020	9	10	21	0.01
2020	9	10	22	0.01
2020	9	10	23	0.01
2020	9	11	0	0.01
2020	9	11	1	0.01
2020	9	11	2	0.01
2020	9	11	3	0.01
2020	9	11	4	0.01
2020	9	11	5	0.01
2020	9	11	6	0.01
2020	9	11	7	0.01
2020	9	11	8	0.01
2020	9	11	9	0.01
2020	9	11	10	0.01
2020	9	11	11	0.01
2020	9	11	12	0.01
2020	9	11	13	0.01
2020	9	11	14	0.01
2020	9	11	15	0.01
2020	9	11	16	0.01
2020	9	11	17	0.01
2020	9	11	18	0.01
2020	9	11	19	0.01
2020	9	11	20	0.01
2020	9	11	21	0.01
2020	9	11	22	0.017188513
2020	9	11	23	0.025264097
2020	9	12	0	0.030307241
2020	9	12	1	0.033952033
2020	9	12	2	0.038155475
2020	9	12	3	0.041158888
2020	9	12	4	0.043246113
2020	9	12	5	0.045291844
2020	9	12	6	0.046906367
2020	9	12	7	0.048056557
2020	9	12	8	0.049655265
2020	9	12	9	0.049999439
2020	9	12	10	0.050279559
2020	9	12	11	0.05273922
2020	9	12	12	0.053773994
2020	9	12	13	0.056639408
2020	9	12	14	0.058424137
2020	9	12	15	0.059105379
2020	9	12	16	0.061114505
2020	9	12	17	0.062297913
2020	9	12	18	0.063228691
2020	9	12	19	0.075627789
2020	9	12	20	0.078133666
2020	9	12	21	0.078998585
2020	9	12	22	0.080927335
2020	9	12	23	0.08165297
2020	9	13	0	0.083438856
2020	9	13	1	0.083338396
2020	9	13	2	0.084773837
2020	9	13	3	0.086670038
2020	9	13	4	0.086918385
2020	9	13	5	0.087741447
2020	9	13	6	0.088246774
2020	9	13	7	0.088672067
2020	9	13	8	0.089248508
2020	9	13	9	0.089349215
2020	9	13	10	0.088074744
2020	9	13	11	0.089032346
2020	9	13	12	0.088291847
2020	9	13	13	0.087336432
2020	9	13	14	0.08839954
2020	9	13	15	0.088665843
2020	9	13	16	0.089892063
2020	9	13	17	0.090718351
2020	9	13	18	0.094146198
2020	9	13	19	0.09664289
2020	9	13	20	0.098643424
2020	9	13	21	0.100338001
2020	9	13	22	0.101159446
2020	9	13	23	0.102278448
2020	9	14	0	0.103535446
2020	9	14	1	0.104318166
2020	9	14	2	0.105723881
2020	9	14	3	0.106540449
2020	9	14	4	0.106441341
2020	9	14	5	0.10797995
2020	9	14	6	0.107421898
2020	9	14	7	0.108203434
2020	9	14	8	0.10854221
2020	9	14	9	0.108035687
2020	9	14	10	0.106667013
2020	9	14	11	0.105562565
2020	9	14	12	0.102619962
2020	9	14	13	0.102505631
2020	9	14	14	0.102815245
2020	9	14	15	0.101563453
2020	9	14	16	0.100124162
2020	9	14	17	0.099636952
2020	9	14	18	0.101180619
2020	9	14	19	0.099922004
2020	9	14	20	0.100875092
2020	9	14	21	0.10159378
2020	9	14	22	0.101199714
2020	9	14	23	0.100981636
2020	9	15	0	0.101667998
2020	9	15	1	0.101303629
2020	9	15	2	0.101626314
2020	9	15	3	0.100780638
2020	9	15	4	0.102052267
2020	9	15	5	0.101391697
2020	9	15	6	0.101999841
2020	9	15	7	0.101471131
2020	9	15	8	0.100242891
2020	9	15	9	0.099423123
2020	9	15	10	0.099079388
2020	9	15	11	0.098644973
2020	9	15	12	0.097602705
2020	9	15	13	0.096719919
2020	9	15	14	0.09553306
2020	9	15	15	0.095669579
2020	9	15	16	0.094498588
2020	9	15	17	0.094486115
2020	9	15	18	0.094599264
2020	9	15	19	0.095042468
2020	9	15	20	0.094907161
2020	9	15	21	0.093519003
2020	9	15	22	0.093678052
2020	9	15	23	0.093888658
2020	9	16	0	0.095302482
2020	9	16	1	0.096261867
2020	9	16	2	0.096376726
2020	9	16	3	0.095791821
2020	9	16	4	0.095828886
2020	9	16	5	0.096198442
2020	9	16	6	0.096005777
2020	9	16	7	0.096316695
2020	9	16	8	0.095097314
2020	9	16	9	0.095437978
2020	9	16	10	0.094085052
2020	9	16	11	0.092533029
2020	9	16	12	0.092099566
2020	9	16	13	0.091594267
2020	9	16	14	0.091036194
2020	9	16	15	0.089696108
2020	9	16	16	0.090619258
2020	9	16	17	0.090154667
2020	9	16	18	0.089972809
2020	9	16	19	0.08861043
2020	9	16	20	0.088595293
2020	9	16	21	0.089658123
2020	9	16	22	0.08835323
2020	9	16	23	0.087789978
2020	9	17	0	0.088110179
2020	9	17	1	0.088108006
2020	9	17	2	0.087205067
2020	9	17	3	0.087019148
2020	9	17	4	0.08733006
2020	9	17	5	0.086586158
2020	9	17	6	0.086753438
2020	9	17	7	0.085726142
2020	9	17	8	0.086311718
2020	9	17	9	0.086604451
2020	9	17	10	0.087583119
2020	9	17	11	0.086947658
2020	9	17	12	0.087690542
2020	9	17	13	0.087511293
2020	9	17	14	0.08667077
2020	9	17	15	0.087142642
2020	9	17	16	0.087083657
2020	9	17	17	0.088193456
2020	9	17	18	0.087879899
2020	9	17	19	0.088184665
2020	9	17	20	0.088339655
2020	9	17	21	0.087947475
2020	9	17	22	0.087807821
2020	9	17	23	0.088914803
2020	9	18	0	0.088730757
2020	9	18	1	0.088809474
2020	9	18	2	0.088839499
2020	9	18	3	0.089040616
2020	9	18	4	0.08949404
2020	9	18	5	0.089618265
2020	9	18	6	0.089444536
2020	9	18	7	0.089752327
2020	9	18	8	0.089563338
2020	9	18	9	0.089214996
2020	9	18	10	0.087956141
2020	9	18	11	0.087952633
2020	9	18	12	0.087958182
2020	9	18	13	0.088211748
2020	9	18	14	0.08816263
2020	9	18	15	0.088691323
2020	9	18	16	0.087293768
2020	9	18	17	0.086825898
2020	9	18	18	0.085266263
2020	9	18	19	0.085251176
2020	9	18	20	0.083177036
2020	9	18	21	0.083484372
2020	9	18	22	0.083212495
2020	9	18	23	0.083066424
2020	9	19	0	0.083056302
2020	9	19	1	0.082878594
2020	9	19	2	0.083022157
2020	9	19	3	0.082372831
2020	9	19	4	0.082882943
2020	9	19	5	0.082733552
2020	9	19	6	0.082452759
2020	9	19	7	0.082161945
2020	9	19	8	0.081448088
2020	9	19	9	0.080756962
2020	9	19	10	0.080467497
2020	9	19	11	0.079514244
2020	9	19	12	0.080089818
2020	9	19	13	0.079619729
2020	9	19	14	0.079573809
2020	9	19	15	0.079170699
2020	9	19	16	0.079382577
2020	9	19	17	0.07946408
2020	9	19	18	0.077644197
2020	9	19	19	0.077507395
2020	9	19	20	0.076528218
2020	9	19	21	0.076327326
2020	9	19	22	0.076093053
2020	9	19	23	0.075491435
2020	9	20	0	0.075628183
2020	9	20	1	0.075919501
2020	9	20	2	0.075647173
2020	9	20	3	0.07535287
2020	9	20	4	0.075076852
2020	9	20	5	0.074766169
2020	9	20	6	0.07525563
2020	9	20	7	0.076386401
2020	9	20	8	0.077252087
2020	9	20	9	0.075977259
2020	9	20	10	0.076325861
2020	9	20	11	0.075933849
2020	9	20	12	0.075449027
2020	9	20	13	0.0756396
2020	9	20	14	0.075386597
2020	9	20	15	0.075785266
2020	9	20	16	0.075283172
2020	9	20	17	0.073859773
2020	9	20	18	0.073630684
2020	9	20	19	0.073102147
2020	9	20	20	0.072518822
2020	9	20	21	0.072809683
2020	9	20	22	0.07168867
2020	9	20	23	0.071516471
