Year	Month	Day	Hour	SWC_15cm	Abs_Humidity	Rainfall	air_T
2016	3	22	16	0.4817	0.008318805	0.1	20.79
2016	3	22	17	0.4823	0.007066927	0	21.73
2016	3	22	18	0.4819	0.006882404	0	21.9
2016	3	22	19	0.4820	0.007178598	0	21.24
2016	3	22	20	0.4819	0.009097909	0	19.57
2016	3	22	21	0.4817	0.00831637	0	21.15
2016	3	22	22	0.4814	0.007916294	0	21.61
2016	3	22	23	0.4809	0.010104932	0	19.42
2016	3	23	0	0.4805	0.012516799	0	17.38
2016	3	23	1	0.4799	0.011471283	0	17.51
2016	3	23	2	0.4796	0.010773074	0	16.83
2016	3	23	3	0.4788	0.010868347	0	16.48
2016	3	23	4	0.4782	0.011265428	0	16.23
2016	3	23	5	0.4777	0.017528648	0.1	13.99
2016	3	23	6	0.4773	0.019866246	2.079	12.65
2016	3	23	7	0.4768	0.021494067	0	11.14
2016	3	23	8	0.4771	0.019928595	0.5	11.88
2016	3	23	9	0.4786	0.023657343	2.673	10.1
2016	3	23	10	0.5129	0.023966461	2.376	9.78
2016	3	23	11	0.5496	0.023895362	7.227	9.26
2016	3	23	12	0.5558	0.024466543	6.237	8.97
2016	3	23	13	0.5534	0.025003073	2.178	9.14
2016	3	23	14	0.5495	0.024358004	0.79	9.73
2016	3	23	15	0.5469	0.02399427	0.3	10.18
2016	3	23	16	0.5463	0.022757491	0.2	10.86
2016	3	23	17	0.5445	0.020117636	0	12.62
2016	3	23	18	0.5407	0.021323199	0	11.62
2016	3	23	19	0.5384	0.023465358	0	9.77
2016	3	23	20	0.5365	0.024796819	0	9.18
2016	3	23	21	0.5352	0.024753033	0	9.09
2016	3	23	22	0.5371	0.024305995	1.089	9.15
2016	3	23	23	0.5528	0.025585524	2.97	8.56
2016	3	24	0	0.5524	0.02628325	0.79	8.31
2016	3	24	1	0.5493	0.026638642	0.2	8.22
2016	3	24	2	0.5490	0.026991968	0.89	8.02
2016	3	24	3	0.5511	0.028026957	0.69	7.489
2016	3	24	4	0.5500	0.028844355	0.5	7.057
2016	3	24	5	0.5478	0.028563886	0.1	7.014
2016	3	24	6	0.5452	0.027569618	0.2	6.97
2016	3	24	7	0.5442	0.028282078	0.2	6.575
2016	3	24	8	0.5436	0.02315436	0.2	7.257
2016	3	24	9	0.5419	0.020466877	0	7.998
2016	3	24	10	0.5388	0.018975335	0	8.57
2016	3	24	11	0.5359	0.018357185	0	8.76
2016	3	24	12	0.5333	0.017082693	0	9.22
2016	3	24	13	0.5304	0.016991759	0	9.48
2016	3	24	14	0.5277	0.017152813	0	9.47
2016	3	24	15	0.5261	0.018513079	0	8.79
2016	3	24	16	0.5235	0.019956474	0	8.35
2016	3	24	17	0.5223	0.019748072	0	8.17
2016	3	24	18	0.5203	0.02016053	0.2	7.803
2016	3	24	19	0.5189	0.022859517	0.1	6.877
2016	3	24	20	0.5177	0.022057487	0.3	6.667
2016	3	24	21	0.5164	0.019490783	0.2	7.278
2016	3	24	22	0.5149	0.019051972	0	7.446
2016	3	24	23	0.5135	0.018415539	0	7.428
2016	3	25	0	0.5121	0.016754674	0	7.698
2016	3	25	1	0.5111	0.016137035	0	7.873
2016	3	25	2	0.5101	0.01523422	0	8.15
2016	3	25	3	0.5087	0.015510129	0	8.08
2016	3	25	4	0.5072	0.016292595	0	7.83
2016	3	25	5	0.5057	0.016880808	0	7.463
2016	3	25	6	0.5044	0.017701509	0	7.183
2016	3	25	7	0.5027	0.018425078	0	7.075
2016	3	25	8	0.5006	0.016711637	0	7.935
2016	3	25	9	0.4991	0.013392379	0	9.37
2016	3	25	10	0.4981	0.012441647	0	10.68
2016	3	25	11	0.4977	0.010970078	0	11.54
2016	3	25	12	0.4980	0.009420341	0	13.06
2016	3	25	13	0.4987	0.008838205	0	14.28
2016	3	25	14	0.4995	0.007083899	0	14.92
2016	3	25	15	0.5006	0.00940541	0	14.81
2016	3	25	16	0.5019	0.01164936	0	13.23
2016	3	25	17	0.5028	0.012360728	0	12.2
2016	3	25	18	0.5035	0.013885081	0	10.95
2016	3	25	19	0.5034	0.016685197	0	9.11
2016	3	25	20	0.5025	0.020544825	0	7.854
2016	3	25	21	0.5013	0.020638398	0	7.871
2016	3	25	22	0.5000	0.020768374	0	7.957
2016	3	25	23	0.4986	0.021320508	0	7.885
2016	3	26	0	0.4975	0.022928604	0	7.319
2016	3	26	1	0.4961	0.02300478	0	7.524
2016	3	26	2	0.4949	0.023495852	0	7.5
2016	3	26	3	0.4938	0.022573972	0	7.964
2016	3	26	4	0.4926	0.023517033	0	7.565
2016	3	26	5	0.4916	0.023212088	0	7.661
2016	3	26	6	0.4902	0.022775178	0	7.869
2016	3	26	7	0.4894	0.022463943	0	8.08
2016	3	26	8	0.4890	0.021424326	0	8.59
2016	3	26	9	0.4884	0.021719121	0	8.88
2016	3	26	10	0.4878	0.024130501	0.99	8.55
2016	3	26	11	0.4874	0.024313265	0.2	8.61
2016	3	26	12	0.4875	0.023198107	0	9.02
2016	3	26	13	0.4874	0.022758299	0.2	8.99
2016	3	26	14	0.4874	0.021156414	0.1	9.33
2016	3	26	15	0.4877	0.022849281	0.1	9.18
2016	3	26	16	0.4878	0.024210801	0.1	8.53
2016	3	26	17	0.4880	0.019916286	0	10.88
2016	3	26	18	0.4885	0.01921805	0.1	10.6
2016	3	26	19	0.4885	0.022612455	0	8.39
2016	3	26	20	0.4882	0.021768043	0	8.19
2016	3	26	21	0.4878	0.020484867	0	8.01
2016	3	26	22	0.4869	0.020407988	0	7.614
2016	3	26	23	0.4862	0.019554372	0	7.502
2016	3	27	0	0.4855	0.01963424	0	7.366
2016	3	27	1	0.4845	0.018244074	0	7.731
2016	3	27	2	0.4836	0.018244074	0	7.731
2016	3	27	3	0.4835	0.018468593	0	7.107
2016	3	27	4	0.4827	0.018253311	0	7.128
2016	3	27	5	0.4817	0.021132819	0	6.235
2016	3	27	6	0.4808	0.017206522	0	7.572
2016	3	27	7	0.4799	0.018522796	0	7.785
2016	3	27	8	0.4790	0.017117709	0	9.6
2016	3	27	9	0.4783	0.015706157	0	11.63
2016	3	27	10	0.4775	0.015068172	0	13.2
2016	3	27	11	0.4770	0.01498661	0	13.64
2016	3	27	12	0.4774	0.015145677	0	13.74
2016	3	27	13	0.4782	0.014979065	0	13.95
2016	3	27	14	0.4793	0.014843765	0	14.64
2016	3	27	15	0.4802	0.014855494	0	14.98
2016	3	27	16	0.4817	0.015535491	0	14.54
2016	3	27	17	0.4834	0.016506281	0	14.19
2016	3	27	18	0.4848	0.01863196	0	12.46
2016	3	27	19	0.4860	0.022344747	0	10.27
2016	3	27	20	0.4865	0.023516561	0	9.06
2016	3	27	21	0.4867	0.022329356	0	8.92
2016	3	27	22	0.4865	0.02109724	0	9.08
2016	3	27	23	0.4861	0.019790007	0	9.45
2016	3	28	0	0.4853	0.018436994	0	9.28
2016	3	28	1	0.4846	0.017745298	0	9.35
2016	3	28	2	0.4841	0.018188714	0	9.76
2016	3	28	3	0.4834	0.021863712	0	9.19
2016	3	28	4	0.4823	0.022400749	0	9.25
2016	3	28	5	0.4818	0.022911861	0	8.92
2016	3	28	6	0.4812	0.021581138	0	9.44
2016	3	28	7	0.4806	0.021858875	0	9.53
2016	3	28	8	0.4801	0.02108031	0	10.35
2016	3	28	9	0.4797	0.01912234	0	11.13
2016	3	28	10	0.4794	0.017182252	0	12.31
2016	3	28	11	0.4791	0.016795188	0	13.21
2016	3	28	12	0.4793	0.019663696	0	11.69
2016	3	28	13	0.4798	0.021600838	0	10.84
2016	3	28	14	0.4804	0.022763575	0.2	10.43
2016	3	28	15	0.4804	0.023775258	0	10.05
2016	3	28	16	0.4809	0.02481476	0.3	9.61
2016	3	28	17	0.4809	0.02486864	0	9.76
2016	3	28	18	0.4811	0.02484321	0	9.82
2016	3	28	19	0.4810	0.024495631	0	9.98
2016	3	28	20	0.4810	0.024726572	0	9.8
2016	3	28	21	0.4810	0.024630252	0	9.85
2016	3	28	22	0.4806	0.024609856	0	9.78
2016	3	28	23	0.4805	0.024506447	0	9.87
2016	3	29	0	0.4802	0.024555399	0	9.75
2016	3	29	1	0.4802	0.024761306	0	9.58
2016	3	29	2	0.4800	0.025026946	0	9.47
2016	3	29	3	0.4797	0.024672394	0	9.53
2016	3	29	4	0.4795	0.024494042	0	9.46
2016	3	29	5	0.4794	0.023400384	0	9.5
2016	3	29	6	0.4789	0.020962766	0	9.87
2016	3	29	7	0.4786	0.020216696	0	10.26
2016	3	29	8	0.4782	0.020396654	0	11.21
2016	3	29	9	0.4775	0.017946001	0	13.25
2016	3	29	10	0.4772	0.016627739	0	14.55
2016	3	29	11	0.4775	0.014785144	0	15.2
2016	3	29	12	0.4778	0.013740492	0	16.36
2016	3	29	13	0.4782	0.011879342	0	16.79
2016	3	29	14	0.4795	0.012936483	0	17.4
2016	3	29	15	0.4805	0.014976419	0	16.75
2016	3	29	16	0.4822	0.016208134	0	15.34
2016	3	29	17	0.4837	0.017354496	0	14.6
2016	3	29	18	0.4848	0.019112708	0	13.53
2016	3	29	19	0.4858	0.021752479	0	11.63
2016	3	29	20	0.4861	0.022873003	0	10.84
2016	3	29	21	0.4858	0.023274405	0	10.57
2016	3	29	22	0.4857	0.023609481	0	10.46
2016	3	29	23	0.4850	0.023434955	0	10.37
2016	3	30	0	0.4847	0.022021905	0	10.83
2016	3	30	1	0.4839	0.021348952	0	11.07
2016	3	30	2	0.4832	0.021819372	0	11.01
2016	3	30	3	0.4827	0.02214374	0	10.58
2016	3	30	4	0.4820	0.021869722	0	10.31
2016	3	30	5	0.4813	0.021196067	0	10.46
2016	3	30	6	0.4805	0.02182583	0	9.99
2016	3	30	7	0.4798	0.022307403	0	9.88
2016	3	30	8	0.4787	0.018855724	0	12.69
2016	3	30	9	0.4781	0.017346541	0	14.44
2016	3	30	10	0.4773	0.016714599	0	15.25
2016	3	30	11	0.4771	0.015789923	0	16.34
2016	3	30	12	0.4768	0.014294257	0	17.83
2016	3	30	13	0.4767	0.013788185	0	18.83
2016	3	30	14	0.4777	0.014468713	0	18.83
2016	3	30	15	0.4790	0.014682115	0	19.65
2016	3	30	16	0.4807	0.01503037	0	19.59
2016	3	30	17	0.4820	0.015823604	0	18.56
2016	3	30	18	0.4836	0.017309502	0	17.1
2016	3	30	19	0.4850	0.019377299	0	14.34
2016	3	30	20	0.4857	0.019955648	0	13.31
2016	3	30	21	0.4861	0.019893828	0	12.65
2016	3	30	22	0.4856	0.016392512	0	13.47
2016	3	30	23	0.4846	0.014803135	0	13.34
2016	3	31	0	0.4836	0.012723543	0	13.93
2016	3	31	1	0.4827	0.009786723	0	14.68
2016	3	31	2	0.4819	0.008902317	0	15.44
2016	3	31	3	0.4808	0.009242387	0	15.39
2016	3	31	4	0.4797	0.009101293	0	15.57
2016	3	31	5	0.4786	0.009572474	0	15.85
2016	3	31	6	0.4775	0.009237217	0	15.79
2016	3	31	7	0.4764	0.010080023	0	15.15
2016	3	31	8	0.4753	0.01064873	0	18.21
2016	3	31	9	0.4740	0.009734962	0	21.03
2016	3	31	10	0.4732	0.009619021	0	22.56
2016	3	31	11	0.4722	0.00881378	0	23.64
2016	3	31	12	0.4719	0.007702482	0	24.97
2016	3	31	13	0.4724	0.007772579	0	25.41
2016	3	31	14	0.4733	0.007593292	0	25.74
2016	3	31	15	0.4746	0.007499387	0	26.09
2016	3	31	16	0.4762	0.008567419	0	24.61
2016	3	31	17	0.4781	0.009977263	0	22.42
2016	3	31	18	0.4800	0.009415321	0	21.02
2016	3	31	19	0.4817	0.008221988	0	20.09
2016	3	31	20	0.4821	0.005961606	0	20.15
2016	3	31	21	0.4819	0.005626049	0	20.03
2016	3	31	22	0.4813	0.005726977	0	19.72
2016	3	31	23	0.4805	0.00549908	0	19.87
2016	4	1	0	0.4798	0.007010236	0	18.75
2016	4	1	1	0.4788	0.008755325	0	17.38
2016	4	1	2	0.4777	0.008988407	0	17.34
2016	4	1	3	0.4768	0.007791782	0	17.47
2016	4	1	4	0.4756	0.007264748	0	18.55
2016	4	1	5	0.4744	0.007612967	0	18.57
2016	4	1	6	0.4733	0.007806953	0	18.41
2016	4	1	7	0.4724	0.00827869	0	18.56
2016	4	1	8	0.4715	0.009237047	0	19.5
2016	4	1	9	0.4701	0.009526594	0	20.75
2016	4	1	10	0.4694	0.009739059	0	21.63
2016	4	1	11	0.4684	0.009029469	0	23.5
2016	4	1	12	0.4675	0.008948764	0	22.93
2016	4	1	13	0.4680	0.008120445	0	23.21
2016	4	1	14	0.4687	0.007849005	0	22.93
2016	4	1	15	0.4691	0.00730573	0	23.3
2016	4	1	16	0.4696	0.006677344	0	24.49
2016	4	1	17	0.4700	0.00824218	0	22.54
2016	4	1	18	0.4707	0.010642673	0	21.04
2016	4	1	19	0.4717	0.015047513	0	17.12
2016	4	1	20	0.4718	0.0140954	0	16.65
2016	4	1	21	0.4714	0.014252235	0	16.9
2016	4	1	22	0.4708	0.015260728	0	15.57
2016	4	1	23	0.4704	0.014767384	0	15.37
2016	4	2	0	0.4697	0.014258579	0	15.31
2016	4	2	1	0.4688	0.014066281	0	15.09
2016	4	2	2	0.4680	0.012225368	0	15.95
2016	4	2	3	0.4671	0.01015954	0	17.22
2016	4	2	4	0.4657	0.010115561	0	17.23
2016	4	2	5	0.4650	0.009888074	0	17.08
2016	4	2	6	0.4638	0.009661961	0	16.35
2016	4	2	7	0.4622	0.009607508	0	16.34
2016	4	2	8	0.4614	0.012069501	0	16.17
2016	4	2	9	0.4604	0.011985762	0	17.97
2016	4	2	10	0.4597	0.011112195	0	19.93
2016	4	2	11	0.4593	0.009015766	0	21.35
2016	4	2	12	0.4586	0.00863027	0	22.08
2016	4	2	13	0.4586	0.009025607	0	21.62
2016	4	2	14	0.4588	0.01130186	0	20.82
2016	4	2	15	0.4595	0.01234011	0	20.37
2016	4	2	16	0.4601	0.011340482	0	21.02
2016	4	2	17	0.4609	0.01435022	0	19.4
2016	4	2	18	0.4617	0.015277369	0	18.06
2016	4	2	19	0.4620	0.012069053	0	17.81
2016	4	2	20	0.4622	0.009843613	0	17.5
2016	4	2	21	0.4618	0.009987818	0	16.88
2016	4	2	22	0.4613	0.010348958	0	16.65
2016	4	2	23	0.4607	0.011100616	0	16.24
2016	4	3	0	0.4598	0.010097863	0	16.34
2016	4	3	1	0.4590	0.008344532	0	16.97
2016	4	3	2	0.4579	0.008267245	0	16.95
2016	4	3	3	0.4573	0.008551441	0	17.02
2016	4	3	4	0.4562	0.009090371	0	17.25
2016	4	3	5	0.4552	0.00877472	0	17.16
2016	4	3	6	0.4547	0.008780105	0	17.17
2016	4	3	7	0.4538	0.009231506	0	16.98
2016	4	3	8	0.4529	0.008884268	0	18.45
2016	4	3	9	0.4522	0.00849556	0	21.1
2016	4	3	10	0.4510	0.008556233	0	21.45
2016	4	3	11	0.4502	0.009289443	0	21.73
2016	4	3	12	0.4496	0.010129789	0	21.42
2016	4	3	13	0.4499	0.009831788	0	22.06
2016	4	3	14	0.4496	0.010027798	0	22.87
2016	4	3	15	0.4499	0.010295955	0	22.57
2016	4	3	16	0.4508	0.011612572	0	21.38
2016	4	3	17	0.4516	0.01247467	0	19.14
2016	4	3	18	0.4525	0.013102829	0	18.14
2016	4	3	19	0.4531	0.013424653	0	17.24
2016	4	3	20	0.4534	0.012728867	0	17.07
2016	4	3	21	0.4531	0.012528334	0	16.44
2016	4	3	22	0.4526	0.012374076	0	16.01
2016	4	3	23	0.4521	0.012603159	0	15.84
2016	4	4	0	0.4515	0.01263154	0	15.56
2016	4	4	1	0.4506	0.011958771	0	15.9
2016	4	4	2	0.4495	0.012439548	0	15.14
2016	4	4	3	0.4487	0.013108555	0	14.12
2016	4	4	4	0.4477	0.011868604	0	15.12
2016	4	4	5	0.4469	0.012269802	0	14.8
2016	4	4	6	0.4459	0.012420932	0	14.78
2016	4	4	7	0.4449	0.011932587	0	15.5
2016	4	4	8	0.4440	0.012317374	0	17.13
2016	4	4	9	0.4431	0.012066801	0	18.74
2016	4	4	10	0.4419	0.010979041	0	20.59
2016	4	4	11	0.4410	0.010431916	0	21.87
2016	4	4	12	0.4401	0.010455127	0	22.44
2016	4	4	13	0.4399	0.011551582	0	21.97
2016	4	4	14	0.4405	0.011854764	0	22.16
2016	4	4	15	0.4410	0.012143121	0	21.36
2016	4	4	16	0.4420	0.012346391	0	21.27
2016	4	4	17	0.4426	0.012108296	0	21.47
2016	4	4	18	0.4435	0.013501029	0	19.53
2016	4	4	19	0.4446	0.014374717	0	16.8
2016	4	4	20	0.4451	0.01527321	0	15.52
2016	4	4	21	0.4449	0.014239143	0	15.67
2016	4	4	22	0.4444	0.013671271	0	15.8
2016	4	4	23	0.4436	0.014199845	0	15.07
2016	4	5	0	0.4429	0.014504197	0	15.21
2016	4	5	1	0.4418	0.014198039	0	14.84
2016	4	5	2	0.4410	0.013687202	0	15.32
2016	4	5	3	0.4401	0.012859107	0	15.83
2016	4	5	4	0.4390	0.012008685	0	15.95
2016	4	5	5	0.4380	0.010555558	0	15.92
2016	4	5	6	0.4370	0.009988468	0	16.3
2016	4	5	7	0.4360	0.009359925	0	16.92
2016	4	5	8	0.4351	0.010673683	0	19.24
2016	4	5	9	0.4340	0.01054868	0	21.34
2016	4	5	10	0.4328	0.009663154	0	22.82
2016	4	5	11	0.4315	0.008333776	0	24.2
2016	4	5	12	0.4309	0.010040031	0	24.87
2016	4	5	13	0.4306	0.010078918	0	25.97
2016	4	5	14	0.4305	0.011246156	0	25.05
2016	4	5	15	0.4312	0.011476562	0	24.53
2016	4	5	16	0.4321	0.011050504	0	24.78
2016	4	5	17	0.4330	0.011544359	0	24.04
2016	4	5	18	0.4336	0.012326796	0	22.71
2016	4	5	19	0.4347	0.013649097	0	20.12
2016	4	5	20	0.4351	0.014343851	0	18.68
2016	4	5	21	0.4351	0.014669768	0	17.66
2016	4	5	22	0.4348	0.013046269	0	18.02
2016	4	5	23	0.4343	0.011247888	0	18.5
2016	4	6	0	0.4335	0.011848311	0	17.62
2016	4	6	1	0.4330	0.01231804	0	17.1
2016	4	6	2	0.4320	0.011607531	0	17.81
2016	4	6	3	0.4312	0.01157708	0	17.5
2016	4	6	4	0.4302	0.011428568	0	17.01
2016	4	6	5	0.4292	0.011613803	0	16.27
2016	4	6	6	0.4282	0.012444416	0	15.64
2016	4	6	7	0.4273	0.014064244	0	14.36
2016	4	6	8	0.4264	0.013518733	0	17.31
2016	4	6	9	0.4250	0.01189156	0	19.91
2016	4	6	10	0.4236	0.011181722	0	21.3
2016	4	6	11	0.4212	0.010522515	0	22.83
2016	4	6	12	0.4188	0.010680684	0	23.45
2016	4	6	13	0.4185	0.011487651	0	23.03
2016	4	6	14	0.4185	0.010658284	0	23.74
2016	4	6	15	0.4189	0.011043519	0	23.95
2016	4	6	16	0.4194	0.01201334	0	23.47
2016	4	6	17	0.4198	0.012141361	0	23.68
2016	4	6	18	0.4206	0.013456761	0	21.19
2016	4	6	19	0.4216	0.015352352	0	18.02
2016	4	6	20	0.4221	0.014182438	0	17.56
2016	4	6	21	0.4220	0.014671207	0	17.04
2016	4	6	22	0.4216	0.014836719	0	17.04
2016	4	6	23	0.4212	0.015139811	0	16.47
2016	4	7	0	0.4203	0.012952355	0	17.24
2016	4	7	1	0.4197	0.01115849	0	18.03
2016	4	7	2	0.4188	0.010275118	0	18.64
2016	4	7	3	0.4176	0.009166323	0	18.85
2016	4	7	4	0.4168	0.009357134	0	18.8
2016	4	7	5	0.4159	0.008834653	0	17.95
2016	4	7	6	0.4150	0.007208645	0	18.61
2016	4	7	7	0.4143	0.006844085	0	19.04
2016	4	7	8	0.4132	0.008607839	0	20.02
2016	4	7	9	0.4119	0.011680403	0	22.36
2016	4	7	10	0.4108	0.008974386	0	23.59
2016	4	7	11	0.4098	0.008110853	0	24.21
2016	4	7	12	0.4092	0.00769206	0	24.55
2016	4	7	13	0.4087	0.009164582	0	23.69
2016	4	7	14	0.4082	0.009038427	0	22.09
2016	4	7	15	0.4084	0.010743005	0	19.75
2016	4	7	16	0.4088	0.011489859	0	18.5
2016	4	7	17	0.4089	0.011577511	0	18.27
2016	4	7	18	0.4090	0.009370627	0	19.55
2016	4	7	19	0.4085	0.008074628	0	20.54
2016	4	7	20	0.4081	0.007088047	0	20.6
2016	4	7	21	0.4078	0.007026294	0	20.34
2016	4	7	22	0.4072	0.007088315	0	20.03
2016	4	7	23	0.4066	0.00590687	0	20.13
2016	4	8	0	0.4060	0.006970306	0	18.79
2016	4	8	1	0.4054	0.007839309	0	18.84
2016	4	8	2	0.4049	0.009055314	0	18.2
2016	4	8	3	0.4041	0.009732167	0	17.78
2016	4	8	4	0.4035	0.010596934	0	17.17
2016	4	8	5	0.4029	0.011397975	0	16.67
2016	4	8	6	0.4022	0.011995403	0	16.26
2016	4	8	7	0.4016	0.01287044	0	15.69
2016	4	8	8	0.4009	0.01451347	0	15.82
2016	4	8	9	0.4003	0.015086756	0	15.96
2016	4	8	10	0.3996	0.01402055	0	17.69
2016	4	8	11	0.3988	0.01333076	0	19.01
2016	4	8	12	0.3980	0.015411819	0	18.35
2016	4	8	13	0.3979	0.016740528	7.326	16.75
2016	4	8	14	0.4039	0.021120231	1.584	12.9
2016	4	8	15	0.4058	0.017866586	0.1	16.48
2016	4	8	16	0.4055	0.018998657	0.3	16.24
2016	4	8	17	0.4055	0.017261125	0	16.75
2016	4	8	18	0.4057	0.019975083	0	14.65
2016	4	8	19	0.4059	0.021269477	0	13.59
2016	4	8	20	0.4060	0.021931695	0	13.05
2016	4	8	21	0.4058	0.022575575	0	12.79
2016	4	8	22	0.4056	0.022615075	0	12.74
2016	4	8	23	0.4055	0.022607811	0	12.68
2016	4	9	0	0.4052	0.023037646	0	12.51
2016	4	9	1	0.4047	0.023367964	0	12.02
2016	4	9	2	0.4042	0.023378407	0	11.43
2016	4	9	3	0.4039	0.023394476	0	11.2
2016	4	9	4	0.4034	0.023571598	0.2	11.02
2016	4	9	5	0.4031	0.02390871	0	10.56
2016	4	9	6	0.4026	0.024206228	0	10.25
2016	4	9	7	0.4023	0.023815411	0	10.39
2016	4	9	8	0.4017	0.022417351	0	11.3
2016	4	9	9	0.4012	0.017908901	0	13.48
2016	4	9	10	0.4007	0.016636524	0	14.53
2016	4	9	11	0.4004	0.016543854	0	14.96
2016	4	9	12	0.3999	0.017927025	0	13.85
2016	4	9	13	0.3998	0.016089271	0	14.82
2016	4	9	14	0.3994	0.015573398	0	15.19
2016	4	9	15	0.3997	0.016163488	0.2	13.56
2016	4	9	16	0.4002	0.018529571	1.485	11.54
2016	4	9	17	0.4073	0.022218944	6.336	9.52
2016	4	9	18	0.4442	0.025331678	3.267	8.47
2016	4	9	19	0.4597	0.026704514	2.376	7.999
2016	4	9	20	0.4733	0.026888413	4.653	8.05
2016	4	9	21	0.5030	0.027477629	2.574	7.788
2016	4	9	22	0.5097	0.028110186	1.881	7.46
2016	4	9	23	0.5114	0.028671947	0	7.125
2016	4	10	0	0.5047	0.028866804	0	7.061
2016	4	10	1	0.5005	0.02982103	0	6.601
2016	4	10	2	0.4970	0.028384357	0	6.627
2016	4	10	3	0.4941	0.028120105	1.683	6.757
2016	4	10	4	0.4929	0.029559984	0.1	6.285
2016	4	10	5	0.4938	0.029900659	0	6.077
2016	4	10	6	0.4928	0.028513858	0	6.36
2016	4	10	7	0.4915	0.027429291	0	6.843
2016	4	10	8	0.4901	0.024293181	0	8.28
2016	4	10	9	0.4887	0.021500114	0	9.78
2016	4	10	10	0.4876	0.018791956	0	11.05
2016	4	10	11	0.4868	0.019654608	0.59	10.26
2016	4	10	12	0.4867	0.022110691	0.2	9.52
2016	4	10	13	0.4879	0.021921248	0	9.52
2016	4	10	14	0.4886	0.021300938	0	9.71
2016	4	10	15	0.4886	0.01966486	0	10.6
2016	4	10	16	0.4882	0.019636657	0	11.27
2016	4	10	17	0.4874	0.017914978	0	12.87
2016	4	10	18	0.4872	0.017651723	0	13.08
2016	4	10	19	0.4870	0.02010262	0	10.64
2016	4	10	20	0.4869	0.021355991	0	9.56
2016	4	10	21	0.4863	0.021345869	0	9.6
2016	4	10	22	0.4852	0.021156237	0	9.57
2016	4	10	23	0.4843	0.021423391	0	9.47
2016	4	11	0	0.4822	0.021126083	0	9.8
2016	4	11	1	0.4812	0.021476758	0	9.92
2016	4	11	2	0.4802	0.022883259	0	9.38
2016	4	11	3	0.4789	0.02341338	0	9.64
2016	4	11	4	0.4781	0.023644241	0	9.44
2016	4	11	5	0.4770	0.024163462	0	9.35
2016	4	11	6	0.4764	0.023869916	0	9.55
2016	4	11	7	0.4755	0.023867621	0	9.77
2016	4	11	8	0.4749	0.022879063	0	10.7
2016	4	11	9	0.4732	0.021272187	0	11.62
2016	4	11	10	0.4729	0.019667277	0	12.77
2016	4	11	11	0.4724	0.018060563	0	13.97
2016	4	11	12	0.4719	0.015401915	0	16.59
2016	4	11	13	0.4709	0.015100152	0	17.13
2016	4	11	14	0.4701	0.015012318	0	17.79
2016	4	11	15	0.4697	0.014887572	0	17.88
2016	4	11	16	0.4706	0.015663213	0	17.89
2016	4	11	17	0.4711	0.016591853	0	16.57
2016	4	11	18	0.4723	0.018209936	0	14.36
2016	4	11	19	0.4733	0.020296819	0	12.35
2016	4	11	20	0.4739	0.022342303	0	10.86
2016	4	11	21	0.4738	0.022848731	0	10.46
2016	4	11	22	0.4734	0.022336384	0	10.13
2016	4	11	23	0.4726	0.020403933	0	10.9
2016	4	12	0	0.4719	0.019257895	0	11.19
2016	4	12	1	0.4710	0.018747396	0	11.24
2016	4	12	2	0.4698	0.018868796	0	11.08
2016	4	12	3	0.4690	0.019558845	0	10.9
2016	4	12	4	0.4680	0.018810552	0	10.78
2016	4	12	5	0.4666	0.020359486	0	10.23
2016	4	12	6	0.4656	0.01728662	0	10.85
2016	4	12	7	0.4643	0.016737986	0	11.11
2016	4	12	8	0.4633	0.013603086	0	14.15
2016	4	12	9	0.4622	0.013405782	0	17.42
2016	4	12	10	0.4608	0.010417014	0	19.42
2016	4	12	11	0.4592	0.011656587	0	20.22
2016	4	12	12	0.4578	0.009740835	0	22.35
2016	4	12	13	0.4569	0.010344672	0	23.2
2016	4	12	14	0.4567	0.009116437	0	23.36
2016	4	12	15	0.4566	0.006912495	0	24.25
2016	4	12	16	0.4568	0.008158686	0	24.24
2016	4	12	17	0.4573	0.008036328	0	24.38
2016	4	12	18	0.4584	0.010622514	0	21.6
2016	4	12	19	0.4593	0.011424143	0	18.69
2016	4	12	20	0.4600	0.009489854	0	18.05
2016	4	12	21	0.4601	0.009389793	0	17.7
2016	4	12	22	0.4599	0.008116276	0	18.45
2016	4	12	23	0.4592	0.007652679	0	18.13
2016	4	13	0	0.4584	0.007365756	0	18.41
2016	4	13	1	0.4578	0.007878238	0	18.47
2016	4	13	2	0.4570	0.007787445	0	18.3
2016	4	13	3	0.4564	0.008002202	0	18.07
2016	4	13	4	0.4551	0.00807438	0	18.27
2016	4	13	5	0.4546	0.007309572	0	19.3
2016	4	13	6	0.4534	0.007363229	0	18.72
2016	4	13	7	0.4525	0.007216832	0	19.27
2016	4	13	8	0.4519	0.007431759	0	21.15
2016	4	13	9	0.4505	0.010107702	0	24.74
2016	4	13	10	0.4490	0.008230338	0	26.13
2016	4	13	11	0.4472	0.006487632	0	26.68
2016	4	13	12	0.4462	0.006617423	0	25.88
2016	4	13	13	0.4457	0.007392889	0	25.76
2016	4	13	14	0.4456	0.007059543	0	24.4
2016	4	13	15	0.4463	0.007459673	0	23.94
2016	4	13	16	0.4467	0.007673228	0	23.52
2016	4	13	17	0.4474	0.008119963	0	22.43
2016	4	13	18	0.4479	0.008333304	0	21.25
2016	4	13	19	0.4485	0.008615427	0	20.19
